,0,1,2,3,4,busy
0634.wav,1.9323156,0.99421704,-0.31649047,-1.2944953,-1.591564,False
0635.wav,0.10792012,0.11242834,0.109227374,0.033837814,-0.038949534,True
0636.wav,0.15753077,0.25388408,0.18026927,0.2555992,0.27080053,False
0637.wav,2.7907338,1.2802393,0.2794685,-0.931394,-1.6577169,False
0638.wav,0.037825614,0.046299517,0.14677793,0.09989047,0.085549146,False
0639.wav,0.008707486,0.008221865,0.007954188,0.007011094,0.006430448,False
0640.wav,0.023447016,0.03330577,-0.005487077,-0.040111914,-0.0379408,False
0641.wav,0.00096917676,0.00053092075,0.00051025365,0.0009188168,0.000107220796,True
0642.wav,2.3536676e-11,-2.7509285e-11,2.7574141e-11,-2.9320844e-11,3.07308e-11,False
0643.wav,-5.525085e-06,-2.8480708e-06,-4.535389e-06,-4.936685e-06,-3.4701238e-06,False
0644.wav,0.0015247965,-9.051939e-05,-0.0023787527,-0.006182225,-0.011296699,True
0645.wav,4.5171743e-07,-2.6098913e-08,-4.4625846e-08,-3.4924787e-07,-2.3290895e-07,False
0646.wav,0.43550384,0.32347363,0.22983214,0.1535239,0.06603864,True
0647.wav,0.35143095,0.2893454,0.20857894,0.15079391,0.12557918,True
0648.wav,-0.9837134,-1.2199345,-1.2903816,-1.3675032,-1.2484714,False
0649.wav,-0.697732,-0.6663306,-0.5946858,-0.58520323,-0.61585486,True
0650.wav,0.006212416,0.005695708,0.005956936,0.0063139433,0.005739615,False
0651.wav,-0.20114118,-0.40608823,-0.5504842,-0.5795685,-0.5098161,True
0652.wav,-1.0412245,-0.33980727,-0.69060445,-1.3950831,-0.08610162,False
0653.wav,8.182518e-07,6.986787e-07,7.7853804e-07,6.811506e-07,4.996067e-07,True
0654.wav,0.5115625,0.23902813,0.021089125,-0.06362194,-0.19195178,True
0655.wav,5.06215,4.937811,4.8081207,4.6640415,4.729231,False
0656.wav,3.026667e-07,1.8412806e-07,3.9526003e-07,6.3919128e-09,7.187773e-09,True
0657.wav,2.0067105,1.8400092,1.7784286,1.6682246,1.6187066,False
0658.wav,2.6117618e-06,2.348576e-06,4.4828982e-07,-4.8914114e-07,-1.8859366e-06,True
0659.wav,-0.0007220602,-0.0006502927,-0.0007538713,-0.0010141789,-0.0011753318,True
0660.wav,0.019857341,0.017184585,0.015371157,0.012833729,0.0104126735,True
0661.wav,0.0,0.0,0.0,0.0,0.0,True
0662.wav,2.498366e-07,5.603563e-09,7.357592e-08,-1.1573441e-07,5.2056144e-08,True
0663.wav,0.024387883,0.018118367,0.017954055,0.020274736,0.04881169,False
0664.wav,0.34504887,0.29654026,0.24266627,0.1941767,0.14878619,True
0665.wav,-0.3047067,-0.33734792,-0.39877218,-0.4974978,-0.50495183,True
0666.wav,-0.00095247186,-0.00040636613,0.00042185502,0.0009012914,0.0016970375,True
0667.wav,2.5636332e-06,2.011667e-06,1.6618884e-06,1.0878839e-06,5.9203745e-07,False
0668.wav,-0.00068357337,-0.0012509162,-0.0004910991,0.00030306095,0.0001430868,False
0669.wav,1.2329507,0.87886643,0.6775605,0.67724186,0.67935574,True
0670.wav,0.02610315,0.023634389,0.02183121,0.02140249,0.021868525,True
0671.wav,6.600223e-05,0.0002622241,7.038347e-05,-0.00013855347,-0.0001826382,False
0672.wav,-0.23079124,0.03131229,-0.017198464,-0.42016703,-0.3265817,False
0673.wav,8.146113e-07,7.360571e-06,1.6478475e-06,-2.7130036e-06,3.898541e-06,False
0674.wav,-6.955442e-07,-6.0304694e-07,-3.9234516e-07,-2.9893687e-07,-3.6077813e-07,False
0675.wav,-0.017074868,-0.033993855,-0.019394007,-0.0361739,-0.041898355,True
0676.wav,-0.2950721,-0.80928206,-1.1610754,-1.6782671,-1.7270238,True
0677.wav,-0.11813611,-0.21327862,0.13175005,0.35443598,0.36831355,True
0678.wav,5.204669,4.81644,4.575934,4.310341,3.9419303,False
0679.wav,4.0143684e-07,1.5227442e-07,1.837002e-07,1.2449289e-07,2.6540901e-08,True
0680.wav,-0.005267414,-0.0054146997,-0.0072777756,-0.011119841,-0.01811284,True
0681.wav,0.424554,0.36934775,0.34341025,0.29868492,0.2581771,True
0682.wav,1.7242011e-05,9.398105e-06,1.8730241e-05,1.403173e-05,5.2261103e-06,True
0683.wav,-7.265408e-09,1.512206e-07,8.34906e-08,-2.802258e-07,-2.8432828e-07,True
0684.wav,1.1429527,1.1551797,1.3168688,1.3995311,1.3887191,False
0685.wav,0.89842033,0.48547575,0.17780812,0.049289938,-0.10306955,True
0686.wav,0.08442856,0.05010669,0.03281849,0.015701164,-0.014402633,True
0687.wav,-0.00014795497,-0.00021901436,-0.00029203645,-0.00031055993,-0.0002725306,True
0688.wav,-0.013767665,-0.014265856,-0.015562726,-0.014778936,-0.013969753,True
0689.wav,0.014202356,-0.03247352,-0.057462513,-0.06472704,-0.062471945,False
0690.wav,1.2036327,0.7736902,0.20172994,-0.17639975,-0.28070945,True
0691.wav,4.9369316e-07,-4.9077492e-08,1.8847534e-07,-3.2286465e-08,7.635596e-08,True
0692.wav,0.273535,0.18693922,0.18091136,0.09543882,0.03606541,True
0693.wav,0.00016221436,0.00029144736,0.00022204005,3.0974945e-05,3.439738e-05,False
0694.wav,-0.9883518,-2.133122,-2.9919014,-3.5741363,-3.6056921,False
0695.wav,6.828524e-07,8.815002e-07,5.6985283e-07,3.7945733e-07,3.2818946e-07,True
0696.wav,-0.22637081,-0.3950172,-0.44962907,-0.566043,-0.5607223,True
0697.wav,0.0,0.0,0.0,0.0,0.0,False
0698.wav,0.34175247,0.28770077,0.25188002,0.26527202,0.30410147,False
0699.wav,3.3412505e-07,-2.5835203e-07,-1.065285e-06,-1.1172697e-06,-8.264896e-07,False
0700.wav,-1.4238378e-07,-1.928727e-07,-2.661995e-07,-2.1560285e-07,-2.5646847e-07,True
0701.wav,-8.119343e-08,2.4041398e-08,-8.424449e-09,5.7575257e-08,5.203216e-08,True
0702.wav,0.0058697285,-0.10205082,-0.16784187,-0.2366599,-0.32243264,True
0703.wav,-0.6016985,-0.5096247,-0.51999694,-0.659312,-0.84965205,True
0704.wav,-4.884986e-07,-8.0317955e-07,-5.0279857e-07,-2.400785e-06,-7.6732744e-07,False
0705.wav,4.8190544e-05,0.00016267932,-2.8600157e-06,-9.716171e-05,-2.3639517e-05,False
0706.wav,0.90896946,1.0388267,1.789537,1.2268087,1.5416739,False
0707.wav,1.8608436e-05,-7.893208e-06,-2.3456855e-06,-1.9518875e-05,-8.575533e-06,False
0708.wav,0.17094329,0.17453736,0.17533301,0.16816558,0.15671667,True
0709.wav,-0.018434161,-0.018875625,-0.011246883,-0.0049574217,0.0035470268,True
0710.wav,1.472018,1.0910467,0.7096303,0.5111258,0.23479354,False
0711.wav,0.0035760044,0.0026374846,0.0025558458,0.002255996,0.0015953984,False
0712.wav,-2.194396e-05,-2.4218029e-05,-2.229078e-05,-2.0103587e-05,-1.6895818e-05,False
0713.wav,-4.9212525e-05,-0.00011473184,-0.000114476556,-0.00022269707,-0.00029603293,True
0714.wav,0.0,0.0,0.0,0.0,0.0,False
0715.wav,3.2514436e-06,2.4856591e-08,5.6353497e-07,8.358532e-07,1.0368667e-06,True
0716.wav,3.3194575,3.233753,3.1459932,3.068479,3.0247214,False
0717.wav,0.10692612,0.073353186,0.057713334,0.037904687,0.03809502,True
0718.wav,-0.024030846,-0.02556004,-0.02637243,-0.029656833,-0.03524878,True
0719.wav,0.24754831,0.22678255,0.21117318,0.18848339,0.17091843,True
0720.wav,0.0,0.0,0.0,0.0,0.0,False
0721.wav,0.44950277,0.26031625,0.2242462,0.30115938,-0.04098902,True
0722.wav,8.036798e-07,6.872985e-07,4.646668e-07,3.017238e-07,1.4671377e-07,True
0723.wav,0.8636415,0.8637463,0.748106,0.41740465,0.1773454,False
0724.wav,1.6967027,1.638107,1.596756,1.2066903,0.69882613,False
0725.wav,0.22922224,0.19109476,0.19347858,0.17406738,0.12557583,False
0726.wav,0.00025868646,-0.0002549281,-0.00048535524,-0.00036870816,-0.00045052206,False
0727.wav,1.2081933e-05,4.1946514e-06,-6.8490262e-06,-1.3451762e-05,-5.705114e-06,False
0728.wav,4.6939867e-08,-3.034073e-07,1.05511075e-08,-3.1775534e-07,5.7484716e-08,True
0729.wav,3.1891018e-06,-3.4021095e-06,3.5655212e-06,-4.1644025e-06,2.8394793e-06,False
0730.wav,0.097041115,0.11771458,0.1395891,0.08618542,0.049717836,True
0731.wav,-1.4538251e-07,-2.3789973e-08,-1.00645e-07,-3.2514915e-08,1.1001411e-07,False
0732.wav,0.032317176,0.029548515,0.027388029,0.026074056,0.024984315,False
0733.wav,0.39395344,0.3406506,0.3085963,0.2794454,0.27585274,True
0734.wav,5.527969e-06,2.3723592e-06,-5.6897056e-07,-1.2140326e-06,-2.6911748e-06,False
0735.wav,0.6917566,0.65523076,0.63454366,0.5887655,0.5509932,True
0736.wav,-1.3161609e-06,-1.563817e-06,-1.5273491e-07,-1.2129419e-07,4.3186634e-07,True
0737.wav,-0.13805975,-0.3101889,-0.50305486,-0.6179499,-0.41506004,True
0738.wav,-0.17416503,-0.27024058,-0.3345543,-0.37267452,-0.37625897,True
0739.wav,-0.20058295,-0.27469036,-0.23182186,-0.32570845,-0.59281766,False
0740.wav,0.55976766,0.46244675,0.44392285,0.5492388,0.6385372,True
0741.wav,1.1028683,0.383466,-0.28775406,-0.9986711,-1.4514587,False
0742.wav,6.260689,5.7538137,5.647269,5.7894435,5.44786,False
0743.wav,0.10525438,0.09299542,0.11532472,0.10823639,0.09951234,False
0744.wav,-0.56508875,-0.20096497,-0.04566277,-0.8918305,-2.0729032,True
0745.wav,0.00071945164,0.00028008304,1.652647e-05,-0.00036412504,-0.0007421294,True
0746.wav,0.812045,0.9462807,1.4618275,1.7292776,1.2335962,False
0747.wav,-2.274002e-12,-1.11889265e-11,-6.514184e-12,-6.9405462e-12,-2.6080223e-12,False
0748.wav,0.7583761,0.7341186,0.7079554,0.6550292,0.62080973,True
0749.wav,0.8071986,-0.54552305,1.1848274,1.078987,0.97476184,False
0750.wav,3.157469e-06,-2.6556036e-06,2.1944554e-06,-1.7359048e-06,1.3274564e-06,False
0751.wav,0.0006510443,-0.0013055763,-0.0021247773,-0.0046116477,-0.0049074404,True
0752.wav,2.9919807e-09,2.3728535e-09,1.3951018e-09,-3.6193237e-10,-4.183397e-10,False
0753.wav,0.75924027,0.7528651,0.7716175,0.7643734,0.73952174,False
0754.wav,1.2367711e-06,-1.1084113e-07,1.677564e-07,-7.1222576e-07,-3.9829268e-07,True
0755.wav,1.633341e-07,-4.6047397e-08,-4.7295288e-08,-1.9878282e-08,-1.10575535e-07,False
0756.wav,-3.5111563e-05,-2.1013788e-05,-8.820144e-06,-3.8744965e-06,-1.9061326e-06,True
0757.wav,4.7616337e-05,4.0248837e-05,3.9689243e-05,3.7932234e-05,5.6374083e-05,False
0758.wav,2.803739e-05,-1.5960872e-05,-1.8603223e-05,-2.4234669e-05,-3.6269274e-05,False
0759.wav,6.531123e-07,3.7185242e-07,6.4648555e-07,2.7966917e-07,3.415029e-07,True
0760.wav,-5.5866243e-05,-4.7066613e-05,-4.5585417e-05,-4.8199356e-05,-4.514092e-05,True
0761.wav,0.35260105,0.19850409,0.023704821,-0.18415894,-0.34114087,True
0762.wav,0.29284596,0.17866379,0.042872466,-0.10944089,-0.23781765,True
0763.wav,0.4636255,0.3921515,0.37280756,0.32255712,0.2776504,True
0764.wav,0.26160127,0.27554297,0.2986219,0.33598512,0.32752252,False
0765.wav,-6.8079515,-4.9039364,-3.4556339,-3.570795,-5.107603,False
0766.wav,-0.3157329,-0.2638117,-0.17705783,-0.3160035,-0.41946143,True
0767.wav,0.14227003,0.119493,0.109000504,0.0987574,0.09192623,True
0768.wav,0.022579983,0.022051092,0.01845003,0.014226805,0.011414111,False
0769.wav,-0.009574578,-0.009692419,-0.009537185,-0.009675269,-0.009086506,False
0770.wav,0.2981039,0.36241555,0.5322723,0.44678727,0.37612543,True
0771.wav,-2.1546879e-07,-4.3027597e-07,-8.601236e-08,-5.4569494e-08,1.6432338e-07,True
0772.wav,0.24372628,0.18785813,0.084872246,-0.031281542,-0.11734064,True
0773.wav,3.2059746,3.1247468,3.0461836,2.970947,2.9143956,False
0774.wav,0.009330815,-0.004100009,-0.0025120024,0.0020369925,-0.0010326118,False
0775.wav,2.4562485e-06,-8.1508597e-07,2.4390215e-07,1.6167146e-08,-9.474287e-07,True
0776.wav,0.3528561,0.29881164,0.24566916,0.033657342,-0.07057038,True
0777.wav,-0.34455144,-0.32757303,-0.3023175,-0.33520693,-0.37303835,True
0778.wav,-0.99321216,-0.5855373,-0.020304585,0.09664563,-0.03416988,False
0779.wav,0.49613878,0.46861303,0.46593612,0.4610126,0.4584028,False
0780.wav,0.009018451,0.007838794,0.007238491,0.007737631,0.006784457,False
0781.wav,0.04710249,0.032869656,0.018871967,0.023948904,0.036985718,True
0782.wav,4.6162975e-07,-5.1225095e-07,2.988708e-08,-3.2661245e-07,-1.05004744e-07,False
0783.wav,8.31669e-06,4.683515e-06,3.4764607e-06,5.374734e-07,-2.884939e-07,True
0784.wav,-4.5641747e-05,-6.212343e-05,-4.9175505e-05,-9.849023e-05,-9.778711e-05,False
0785.wav,2.1900581e-07,1.5298866e-08,1.3392537e-07,-1.5861794e-07,-4.6128438e-08,False
0786.wav,2.2432542,2.1617444,2.0915198,2.0378656,1.8969922,False
0787.wav,0.9313647,0.46670598,0.051527563,-0.24681206,0.009802956,True
0788.wav,-7.250095e-06,-2.5730183e-06,1.0629847e-06,-1.2807451e-06,6.972624e-07,True
0789.wav,0.0011927588,0.0017043457,0.0017402892,0.000950095,0.0010565316,True
0790.wav,8.798111e-08,-1.4493818e-07,8.355808e-08,-2.3468576e-07,7.0208415e-08,True
0791.wav,1.4021099,1.5199524,1.5962234,1.4887328,1.3731358,False
0792.wav,-0.14962445,-0.1815599,-0.13254854,-0.080083966,-0.010330429,False
0793.wav,1.8951396,1.8998668,1.858069,1.7255442,1.5829815,False
0794.wav,0.0,0.0,0.0,0.0,0.0,True
0795.wav,0.6692853,0.61771184,0.5947083,0.5847832,0.53187054,False
0796.wav,0.22752446,0.1814038,0.18727829,0.1586185,0.100717165,False
0797.wav,2.6459093,2.044557,1.5973823,1.2484981,1.005657,False
0798.wav,0.0,0.0,0.0,0.0,0.0,True
0799.wav,2.6535504,2.4496396,2.2741046,2.1173759,1.8468945,False
0800.wav,0.4998237,0.5308704,0.53783596,0.45341516,0.35818863,False
0801.wav,0.07349761,0.05048099,-0.013563538,-0.01686577,-0.012212453,True
0802.wav,1.6061971e-10,3.6170766e-10,-1.3174607e-10,1.1180187e-11,-1.2163105e-10,False
0803.wav,0.07742044,0.062250003,0.054596033,0.04407319,0.023587152,True
0804.wav,1.4971184e-07,-1.9468828e-08,-2.1296483e-08,-6.3934095e-08,5.187794e-08,True
0805.wav,4.0181025e-05,3.4690507e-05,3.169974e-05,3.0720694e-05,3.1152907e-05,False
0806.wav,1.9451659e-06,-1.4214397e-06,4.19992e-06,5.253489e-06,7.961966e-06,False
0807.wav,0.0,0.0,0.0,0.0,0.0,False
0808.wav,0.700032,0.5524015,0.4387723,0.38545638,0.37556028,True
0809.wav,1.223448e-07,-3.6645183e-08,-1.26194974e-08,6.4960076e-08,1.5450888e-07,False
0810.wav,1.9990466,2.081161,2.074458,1.9870033,1.839364,False
0811.wav,1.1905568,1.7211095,1.8506818,1.7989072,2.187276,False
0812.wav,0.0,0.0,0.0,0.0,0.0,False
0813.wav,-0.002125795,0.0031686386,0.0052685337,-0.0013848362,-0.0034431983,False
0814.wav,0.11184488,0.15434846,0.07526888,0.0025179484,-0.04741084,True
0815.wav,9.530116e-07,8.735151e-07,8.898338e-07,4.5287828e-07,4.6608147e-07,True
0816.wav,3.0467163e-07,-2.6239596e-07,-2.6649485e-07,-4.5923298e-07,-3.5645957e-07,True
0817.wav,-1.78397e-11,-4.1638103e-11,4.2907157e-11,2.212757e-11,8.393404e-12,True
0818.wav,0.0,0.0,0.0,0.0,0.0,False
0819.wav,0.17364997,0.13617298,0.08928442,0.058152936,0.03591753,False
0820.wav,-9.560703e-05,-0.0001198554,-0.00015617779,-0.00021917454,-0.00016477458,True
0821.wav,0.13501072,0.107433364,0.07425006,0.04408647,0.033151895,False
0822.wav,0.05425328,0.061814908,0.07958613,0.02731233,0.0044504423,True
0823.wav,-7.3300354e-05,-0.0001540471,-0.0002279809,-0.000306072,-0.00033578707,True
0824.wav,2.005493e-06,-2.1351332e-06,2.494639e-06,-2.5210004e-06,2.1670762e-06,False
0825.wav,4.4154714e-13,3.9737363e-12,2.2009172e-12,4.0376624e-13,3.4818598e-12,True
0826.wav,0.214124,-0.13150986,-0.37740833,-0.54214704,-0.70432377,True
0827.wav,-0.0023691808,-0.0023278843,-0.0026786474,-0.003560096,-0.0040528215,False
0828.wav,0.8329432,0.7174994,0.5738412,0.43194202,0.30523646,False
0829.wav,-0.6961497,-0.8969865,-0.90150523,-0.7906127,-0.6506849,True
0830.wav,0.00075356977,-0.001704473,-0.00501672,-0.006851637,-0.0044077784,False
0831.wav,-1.8485133e-07,-4.6196908e-07,4.0574065e-07,-2.1472408e-07,2.2551563e-07,True
0832.wav,0.10374821,0.06080538,0.02617522,-0.0065710163,-0.005501017,False
0833.wav,0.0,0.0,0.0,0.0,0.0,False
0834.wav,0.00033256836,0.00016749403,0.0002441859,0.00011139666,-3.8529302e-05,False
0835.wav,-4.910898e-08,-9.580621e-07,-7.485485e-07,-4.442034e-07,-3.9614102e-07,True
0836.wav,0.56582975,0.47100264,0.3908403,0.33677417,0.31712443,True
0837.wav,-1.4605196e-07,-3.7111093e-07,1.3875419e-07,-9.970948e-08,3.9362824e-08,False
0838.wav,0.05592316,0.045021147,0.054395035,0.038878977,0.02072234,False
0839.wav,6.5377935e-07,6.619912e-07,2.6023508e-07,-5.421581e-07,-2.9495692e-07,False
0840.wav,1.2026706,1.1685401,1.1207852,1.0201901,0.8898207,False
0841.wav,-7.7964956e-05,-0.00036276586,0.00014871635,-0.00020014105,-0.00014738436,True
0842.wav,-2.7036264,-7.981123,-11.308296,-13.467762,-13.791761,False
0843.wav,1.6817702e-07,-6.584314e-08,6.219619e-08,-8.960629e-08,-9.034414e-09,True
0844.wav,1.0513495,0.2652321,-0.17515081,-0.78973025,-1.4023764,False
0845.wav,0.000105731844,5.1598057e-05,1.5434092e-05,1.940331e-05,-1.074469e-05,False
0846.wav,0.0,0.0,0.0,0.0,0.0,False
0847.wav,-0.2913496,-0.4974658,-0.5169841,-0.5270504,-0.65664804,True
0848.wav,0.23526837,0.19845888,0.13029473,0.05989495,-0.020987209,False
0849.wav,1.5445654,1.4118906,1.2770245,1.1158794,0.9570591,False
0850.wav,9.844487e-07,-2.7247142e-07,-2.3334727e-07,-7.654668e-07,-2.0963259e-07,False
0851.wav,-1.2171316,-1.7972851,-2.3232555,-2.458991,-1.966661,True
0852.wav,0.42260605,0.40275306,0.3883025,0.35118783,0.32802713,False
0853.wav,0.15731135,0.08644548,0.011704128,-0.032888927,-0.0886763,False
0854.wav,0.0024205884,0.0022396229,0.0022638435,0.0024329338,0.0022220258,True
0855.wav,-0.11344762,-0.1551741,-0.18781449,-0.22752059,-0.21337567,True
0856.wav,0.0,0.0,0.0,0.0,0.0,False
0857.wav,0.06066562,0.05330552,0.057022586,0.058422633,0.03919779,True
0858.wav,0.4205703,0.36315614,0.23934603,0.13963282,0.070799276,True
0859.wav,0.20840667,-0.24863648,0.064873636,-0.27864036,0.029494654,True
0860.wav,0.4170413,0.47403556,0.46662027,0.43136507,0.3507151,False
0861.wav,0.36450872,-0.1944094,-0.6154169,-0.8478051,-0.25612873,True
0862.wav,1.6201529e-09,9.98106e-09,7.1066992e-09,-4.981017e-09,3.830171e-09,True
0863.wav,0.55361813,0.39664492,0.2699697,0.21761537,0.15121442,True
0864.wav,-0.7615868,-0.83646256,-0.548335,-0.3471737,-0.46725035,True
0865.wav,1.8939633,1.7471465,1.6402338,1.5698967,1.5386348,True
0866.wav,-0.23837806,-0.25002372,-0.21619126,-0.189021,-0.15136063,True
0867.wav,0.21093109,0.19328582,0.14873399,0.08023235,0.024935462,False
0868.wav,-1.492476e-06,-3.8145993e-07,1.3265951e-07,-1.0610287e-07,2.8517222e-08,True
0869.wav,-2.3773842e-05,-5.893721e-05,-3.358884e-05,-0.00010536093,-0.00013205835,False
0870.wav,-0.084855184,-0.076354615,-0.031132981,-0.008022503,0.0073410533,True
0871.wav,-1.08424665e-05,-9.85959e-06,-6.2607096e-06,2.6803076e-07,4.1907633e-06,False
0872.wav,-0.03750199,-0.10802665,-0.17748806,-0.2827503,-0.21315216,True
0873.wav,-0.00528952,-0.00508253,-0.0049033854,-0.0028829053,-0.0033141195,True
0874.wav,0.018522352,0.021884982,0.024002558,0.022584237,0.020118315,False
0875.wav,-1.2780954e-06,-1.5309369e-06,-2.9624465e-07,3.5544554e-07,7.6761205e-07,True
0876.wav,0.001997137,0.0017092451,0.0016456852,0.0016362703,0.0015839196,True
0877.wav,0.21220648,0.1432085,0.068034105,-0.009410482,-0.075199574,True
0878.wav,-0.0092701195,-0.024267048,-0.040889226,-0.058382936,-0.067538425,False
0879.wav,0.3741328,0.32684368,0.29533917,0.21168917,0.066778585,True
0880.wav,0.1093442,0.08396694,0.05933175,0.04808455,0.03747899,True
0881.wav,1.9895191e-07,1.8632948e-06,3.3009132e-06,1.9924619e-06,3.2482384e-07,False
0882.wav,-2.9994267e-06,-2.6080143e-06,-1.3094239e-06,-5.9811595e-07,2.756724e-07,True
0883.wav,0.95948946,0.83742404,0.70094633,0.5600779,0.49935085,True
0884.wav,0.0613027,0.057806224,0.05933989,0.04761649,0.026492098,True
0885.wav,0.56904423,0.49986362,0.5522922,0.49031484,0.44684187,False
0886.wav,4.9275366e-07,-1.8071344e-07,8.112529e-07,3.0258173e-07,4.332145e-07,False
0887.wav,2.4840876e-05,2.0385269e-05,3.0368414e-05,2.5135036e-05,2.7972399e-05,True
0888.wav,1.7454386,1.5255494,1.4048432,1.5825634,1.6770139,True
0889.wav,-0.39769334,-0.32274276,-0.4593476,-0.37941474,-0.37655628,False
0890.wav,3.7768564e-07,-6.949131e-08,1.4502575e-07,-1.609466e-07,-3.000671e-08,True
0891.wav,8.65105e-08,-1.9215858e-07,1.1284033e-07,-3.5610017e-09,1.3517811e-07,True
0892.wav,-0.7638098,-1.0076789,-1.5414596,-1.9700112,-1.6484967,True
0893.wav,0.2435826,0.23202054,0.16601205,0.031767853,-0.11515863,True
0894.wav,0.80294704,0.75691676,0.7036066,0.62375015,0.5410469,True
0895.wav,0.55661273,0.6001432,0.41505927,0.31026855,0.1393367,True
0896.wav,-0.0146287605,-0.015287183,-0.0150402635,-0.01607294,-0.020267352,True
0897.wav,1.3995125,1.0813121,0.745417,0.40067765,0.21069214,False
0898.wav,1.310897e-07,-7.16212e-08,3.1402834e-07,-5.6578326e-08,-5.9756346e-08,True
0899.wav,-0.023753367,0.09851456,-0.023477187,-0.55444896,-0.47684458,True
0900.wav,-5.517213e-05,-0.0010237142,-0.00041327096,0.0011876924,0.000897647,False
0901.wav,-3.4072536e-07,-8.0486654e-07,-3.804e-07,-1.9507087e-07,2.078043e-07,False
0902.wav,2.202875,1.2963269,0.4399016,-0.4006166,-1.2776209,True
0903.wav,3.6910665,3.4692416,3.2566185,3.0566726,2.881888,False
0904.wav,2.8553618e-08,-2.5880562e-08,2.1527349e-08,-1.5267744e-08,-5.536764e-09,False
0905.wav,1.1117101,1.0556128,1.027145,0.9372448,0.8047208,False
0906.wav,0.1317141,0.04746256,0.01366346,0.02142677,-0.06373423,True
0907.wav,0.0,0.0,0.0,0.0,0.0,False
0908.wav,-0.027571786,-0.04073832,-0.046553575,-0.044158377,-0.040658087,True
0909.wav,0.2638095,0.23401445,0.1923958,0.1468947,0.124978006,False
0910.wav,-2.1101597e-07,-5.6242425e-07,8.830888e-08,-1.14644294e-07,1.9881725e-07,True
0911.wav,-0.1199067,-0.13086072,-0.06387022,-0.054777898,-0.08862469,True
0912.wav,0.25871286,0.18736851,0.1442177,0.1262612,0.13631329,False
0913.wav,0.36792433,0.42917332,0.16894561,0.0852188,0.1318619,False
0914.wav,0.97800577,0.8991167,0.8165269,0.7216708,0.6169566,False
0915.wav,-0.29497814,-0.3234777,-0.3476899,-0.33832166,-0.29409844,True
0916.wav,0.8662174,0.33504614,0.06797597,0.18863219,0.37805712,False
0917.wav,4.324986,3.8540497,3.5541973,3.3668942,3.1788821,False
0918.wav,7.199361e-08,1.1622629e-08,5.235888e-08,-1.9777978e-08,7.50976e-08,True
0919.wav,1.687461e-06,1.9614713e-06,2.66285e-06,2.8042923e-06,3.5785056e-06,False
0920.wav,-0.00086636667,-0.0014471177,-0.0019631283,-0.0027360893,-0.0031229432,False
0921.wav,2.0371563e-06,4.2597495e-07,1.6596266e-07,-1.5896346e-06,-1.8074418e-06,True
0922.wav,-8.408339e-06,-2.8618388e-06,7.6188394e-07,3.2731532e-06,5.425606e-06,False
0923.wav,3.8665187,3.8435163,3.895208,3.8080125,3.632566,False
0924.wav,0.48080045,0.38887933,0.2971604,0.16313893,0.0612709,False
0925.wav,0.2147902,0.12920743,0.06942335,0.1646912,0.11731914,True
0926.wav,0.044667825,0.034155734,0.04403469,0.026716746,-0.028803073,True
0927.wav,0.3200431,0.27224928,0.29417568,0.30385458,0.15313901,True
0928.wav,0.42679256,-0.09649518,-0.33613425,-0.50648534,-0.84644926,True
0929.wav,-0.29564208,-0.35958177,-0.3804382,-0.38914263,-0.41010562,True
0930.wav,0.058025815,0.04885167,0.048522696,0.043471426,0.034497328,False
0931.wav,2.022758,1.9929643,1.9330485,1.7717489,1.6917737,False
0932.wav,0.6778735,0.57748234,0.52931,0.43870246,0.42347842,False
0933.wav,0.036469862,0.033596337,0.03036762,0.02610495,0.021641199,False
0934.wav,5.2774563,5.11903,5.202299,5.0074067,4.401537,False
0935.wav,1.0004227,0.76648986,0.4066922,0.16599339,-0.08538146,False
0936.wav,7.4633837,7.3478594,7.170237,7.046488,6.876293,False
0937.wav,-5.429525e-06,-2.9304001e-06,-5.0310746e-06,-4.4226867e-06,-3.3278588e-06,False
0938.wav,1.5296712,1.3621309,1.0936317,0.8095249,0.6298381,False
0939.wav,2.2741463,2.1970124,2.1542208,1.829728,1.605298,True
0940.wav,5.3444046e-06,1.7385674e-06,-1.4259938e-06,-2.9919047e-06,-2.86198e-06,False
0941.wav,2.7469843e-05,4.831863e-05,6.430523e-05,7.5568445e-05,5.973148e-05,False
0942.wav,1.149415,1.1137912,1.0719521,1.0170527,0.9657774,True
0943.wav,0.27962568,0.042616636,-0.10028464,-0.26601458,-0.41058904,True
0944.wav,4.9515495e-07,-2.2864987e-07,4.988151e-07,-1.5355637e-07,7.347204e-08,False
0945.wav,0.0,0.0,0.0,0.0,0.0,False
0946.wav,0.101766855,0.23209673,0.31794286,0.28620833,0.20587167,True
0947.wav,1.0512879,-0.6296562,1.9419332,-0.6189176,0.7615828,False
0948.wav,-1.6229175e-06,-1.1679043e-06,-8.644251e-07,-9.539372e-07,-7.2273014e-07,True
0949.wav,-1.2326695,-1.5569159,-1.7306671,-1.6255176,-1.3105872,False
0950.wav,3.4701225e-07,-2.554028e-07,1.5966666e-07,4.052461e-08,2.6864177e-07,True
0951.wav,6.240876e-05,3.373552e-05,8.019746e-05,7.258782e-05,2.9588551e-05,False
0952.wav,3.5696576e-06,2.7047913e-06,1.8096438e-06,7.959128e-07,5.0065745e-07,False
0953.wav,0.20445158,0.20099673,0.20077088,0.1962294,0.1943191,False
0954.wav,-5.222308e-08,-4.837348e-08,2.4929236e-07,7.039557e-08,6.380408e-08,True
